Dataset,#TrainingRelease,%Training,%Defective_training,%Defective_testing,Classifier,Balancing,FeatureSelection,Sensitivity,TP,FP,TN,FN,Precision,Recall,ROC,Kappa
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,OVERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9436821040594625,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,OVERSAMPLING,BEST_FIRST,NO_SENSITIVE,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9433962264150944,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,OVERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9271012006861064,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,OVERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9436821040594625,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,OVERSAMPLING,BEST_FIRST,NO_SENSITIVE,2.0,11.0,572.0,4.0,0.15384615384615385,0.3333333333333333,0.9431103487707261,0.19936565473493498
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,OVERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,2.0,11.0,572.0,4.0,0.15384615384615385,0.3333333333333333,0.6572327044025157,0.19936565473493498
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,OVERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,2.0,11.0,572.0,4.0,0.15384615384615385,0.3333333333333333,0.9431103487707261,0.19936565473493498
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9448256146369354,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9271012006861064,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9436821040594625,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9351057747284163,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9271012006861064,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9436821040594625,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,2.0,11.0,572.0,4.0,0.15384615384615385,0.3333333333333333,0.9416809605488851,0.19936565473493498
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,2.0,11.0,572.0,4.0,0.15384615384615385,0.3333333333333333,0.6572327044025157,0.19936565473493498
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,2.0,11.0,572.0,4.0,0.15384615384615385,0.3333333333333333,0.9431103487707261,0.19936565473493498
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,SMOTE,BEST_FIRST,NO_SENSITIVE,1.0,0.0,583.0,5.0,1.0,0.16666666666666666,0.9448256146369354,0.2836292872780345
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1.0,0.0,583.0,5.0,1.0,0.16666666666666666,0.5833333333333334,0.2836292872780345
Bookkeeper,4,70.76923,5.259467,1.0186757,RANDOM_FOREST,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9433962264150944,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,SMOTE,BEST_FIRST,NO_SENSITIVE,1.0,0.0,583.0,5.0,1.0,0.16666666666666666,0.9448256146369354,0.2836292872780345
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1.0,0.0,583.0,5.0,1.0,0.16666666666666666,0.5833333333333334,0.2836292872780345
Bookkeeper,4,70.76923,5.259467,1.0186757,IBK,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,6.0,85.0,498.0,0.0,0.06593406593406594,1.0,0.9433962264150944,0.10663621277279114
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,SMOTE,BEST_FIRST,NO_SENSITIVE,1.0,1.0,582.0,5.0,0.5,0.16666666666666666,0.9431103487707261,0.2461604095563172
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,1.0,1.0,582.0,5.0,0.5,0.16666666666666666,0.5824757004002287,0.2461604095563172
Bookkeeper,4,70.76923,5.259467,1.0186757,NAIVE_BAYES,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,2.0,11.0,572.0,4.0,0.15384615384615385,0.3333333333333333,0.9431103487707261,0.19936565473493498
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,2.0,614.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,2.0,614.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,8.0,608.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,2.0,614.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,2.0,614.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,15.0,601.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,48.0,568.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,48.0,568.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,45.0,571.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,616.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,616.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,2.0,614.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,5.0,611.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,5.0,611.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,8.0,608.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,75.0,541.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,75.0,541.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,45.0,571.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,50.0,566.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,50.0,566.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,7.0,609.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,61.0,555.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,61.0,555.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,15.0,601.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,18.0,598.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,18.0,598.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,77.0,539.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,SMOTE,NO_SELECTION,NO_SENSITIVE,0.0,0.0,616.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,616.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,0.0,2.0,614.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,SMOTE,NO_SELECTION,NO_SENSITIVE,0.0,8.0,608.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,8.0,608.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,0.0,9.0,607.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,SMOTE,NO_SELECTION,NO_SENSITIVE,0.0,34.0,582.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,34.0,582.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,0.0,51.0,565.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,616.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,616.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,NO_RESAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,616.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,NO_RESAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,616.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,NO_RESAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,NO_RESAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,616.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,NO_RESAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,616.0,0.0,1.0,1.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,NO_RESAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,OVERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,OVERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,OVERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,OVERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,OVERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,OVERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,OVERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,17.0,599.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,OVERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,17.0,599.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,OVERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,17.0,599.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,6.0,610.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,6.0,610.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,UNDERSAMPLING,BEST_FIRST,SENSITIVE_LEARNING,0.0,6.0,610.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,SMOTE,BEST_FIRST,NO_SENSITIVE,0.0,4.0,612.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,4.0,612.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,RANDOM_FOREST,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,SMOTE,BEST_FIRST,NO_SENSITIVE,0.0,4.0,612.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,4.0,612.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,IBK,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,0.0,57.0,559.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,SMOTE,BEST_FIRST,NO_SENSITIVE,0.0,6.0,610.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,SMOTE,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,6.0,610.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,5,76.586845,4.019851,0.0,NAIVE_BAYES,SMOTE,BEST_FIRST,SENSITIVE_LEARNING,0.0,17.0,599.0,0.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,653.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,653.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,1.0,3.0,650.0,0.0,0.25,1.0,1.0,0.3985285101164951
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,1.0,652.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,1.0,652.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,1.0,9.0,644.0,0.0,0.1,1.0,0.9892802450229708,0.17953721773069084
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,NO_SENSITIVE,1.0,48.0,605.0,0.0,0.02040816326530612,1.0,0.9862174578866769,0.03711428746702701
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,1.0,48.0,605.0,0.0,0.02040816326530612,1.0,0.9632465543644717,0.03711428746702701
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,NO_RESAMPLING,NO_SELECTION,SENSITIVE_LEARNING,1.0,37.0,616.0,0.0,0.02631578947368421,1.0,0.998468606431853,0.048446716476603924
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,0.0,653.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,653.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,1.0,652.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,4.0,649.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,4.0,649.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,6.0,647.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,NO_SENSITIVE,1.0,72.0,581.0,0.0,0.0136986301369863,1.0,0.9862174578866769,0.024082901554403933
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,1.0,72.0,581.0,0.0,0.0136986301369863,1.0,0.9448698315467075,0.024082901554403933
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,OVERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,1.0,21.0,632.0,0.0,0.045454545454545456,1.0,0.9800918836140888,0.0842779037204965
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,1.0,26.0,627.0,0.0,0.037037037037037035,1.0,0.9954058192955589,0.06868222149194946
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,1.0,26.0,627.0,0.0,0.037037037037037035,1.0,0.9800918836140888,0.06868222149194946
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,1.0,9.0,644.0,0.0,0.1,1.0,0.9938744257274119,0.17953721773069084
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,32.0,621.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,32.0,621.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,0.0,7.0,646.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,NO_SENSITIVE,0.0,17.0,636.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,17.0,636.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,UNDERSAMPLING,NO_SELECTION,SENSITIVE_LEARNING,1.0,84.0,569.0,0.0,0.011764705882352941,1.0,0.9892802450229708,0.0202946106930124
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,SMOTE,NO_SELECTION,NO_SENSITIVE,0.0,0.0,653.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,0.0,653.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,0.0,0.0,653.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,SMOTE,NO_SELECTION,NO_SENSITIVE,0.0,2.0,651.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,0.0,2.0,651.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,IBK,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,0.0,6.0,647.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,SMOTE,NO_SELECTION,NO_SENSITIVE,1.0,15.0,638.0,0.0,0.0625,1.0,0.9846860643185299,0.1151001262854044
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,SMOTE,NO_SELECTION,SENSITIVE_THRESHOLD,1.0,15.0,638.0,0.0,0.0625,1.0,0.9885145482388974,0.1151001262854044
Bookkeeper,6,80.091324,3.0786774,0.15290521,NAIVE_BAYES,SMOTE,NO_SELECTION,SENSITIVE_LEARNING,1.0,30.0,623.0,0.0,0.03225806451612903,1.0,0.9800918836140888,0.059714367871178536
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,NO_SENSITIVE,0.0,0.0,653.0,1.0,0.0,0.0,0.0,0.0
Bookkeeper,6,80.091324,3.0786774,0.15290521,RANDOM_FOREST,NO_RESAMPLING,BEST_FIRST,SENSITIVE_THRESHOLD,0.0,0.0,653.0,1.0,0.0,0.0,0.0,0.0
